Tarih,Fiyat,Fiyat_Sayisal,Konum,Detaylar,URL
2025-12-14 19:30:09,48.000 TL,48.0,Şişli - Merkez Mahallesi,,https://www.emlakjet.com/ilan/sisli-bomonti-siracevizler-de-asansorlu-21-kiralik-arakat-daire-18605303
2025-12-14 19:30:09,19.000 TL,19.0,Sultangazi - Gazi Mahallesi,,https://www.emlakjet.com/ilan/acil-kiralik-gazi-mahallesi-nde-giris-kat-11-daire-18605260
2025-12-14 19:30:10,45.000 TL,45.0,Küçükçekmece - Atakent Mahallesi,,https://www.emlakjet.com/ilan/atakent-terrace-tema-esyali-gol-manzarali-11-daire-98m2-18605019
2025-12-14 19:30:10,56.000 TL,56.0,Büyükçekmece - Pınartepe Mahallesi,,https://www.emlakjet.com/ilan/buyukcekmece-butik-site-icinde-52-deniz-manzarali-dubleks-18604963
2025-12-14 19:30:10,30.000 TL,30.0,Bağcılar - Demirkapı Mahallesi,,https://www.emlakjet.com/ilan/demirkapida-21-kiralik-daire-cuma-pazarina-yakin-18604942
2025-12-14 19:30:10,26.500 TL,26.5,Kağıthane - Yahya Kemal Mahallesi,,https://www.emlakjet.com/ilan/yahyakemal-de-cadde-uzerinde-21-kiralik-daire-artum-dan-18604899
2025-12-14 19:30:11,33.000 TL,33.0,Bahçelievler - Yenibosna Merkez Mahallesi,,https://www.emlakjet.com/ilan/goldhouse-dan-kiralik-s-life-ekspres-de-11-acik-mutfakli-daire-18604837
2025-12-14 19:30:25,38.500 TL,38.5,Pendik - Kurtköy Mahallesi,,https://www.emlakjet.com/ilan/ozan-yengin-den-kiralik-daire-18604792
2025-12-14 19:30:25,75.000 TL,75.0,Beşiktaş - Muradiye Mahallesi,,https://www.emlakjet.com/ilan/besiktas-husrev-gerede-deniz-manzarali-yenilenmis-kiralik-daire-18604780
2025-12-14 19:30:25,27.500 TL,27.5,Ümraniye - Namık Kemal Mahallesi,,https://www.emlakjet.com/ilan/umraniyenin-merkezinde-cumartesi-pazarinin-basinda-21-80-m2-18604724
2025-12-14 19:30:26,37.500 TL,37.5,Ümraniye - Armağanevler Mahallesi,,https://www.emlakjet.com/ilan/armaganevlerde-site-ici-1-kat-31-ifm-yakin-120-m2-ebeveny-banyo-18604722
2025-12-14 19:30:26,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Ümraniye - Armağanevler Mahallesi,,https://www.emlakjet.com/ilan/armaganevlerde-31-ful-esyali-kiralik-enfes-daire-18604720
2025-12-14 19:30:26,17.500 TL,17.5,Beyoğlu - Cihangir Mahallesi,,https://www.emlakjet.com/ilan/beyoglu-cihangir-sadri-alisik-sokakta-studyo-esvali-kiralik-daire-18604656
2025-12-14 19:30:26,36.500 TL,36.5,Üsküdar - Zeynep Kamil Mahallesi,,https://www.emlakjet.com/ilan/uskudar-zeynep-kamil-de-super-konumda-net75-m-21-kiralik-daire-18604536
2025-12-14 19:30:27,35.000 TL,35.0,Kağıthane - Hamidiye Mahallesi,,https://www.emlakjet.com/ilan/kordon-10-kiralik-firsat-daire-18604400
2025-12-14 19:30:27,22.000 TL,22.0,Sultangazi - 50. Yıl Mahallesi,,https://www.emlakjet.com/ilan/50-yil-mahallesi-nde-kiralik-2-1-90-metre-yuksek-giris-18604161
2025-12-14 19:30:27,130.000 TL,130.0,Beşiktaş - Etiler Mahallesi,,https://www.emlakjet.com/ilan/etiler-cengiz-topel-caddesinde-nezih-apartmanda-21-ters-dubleks-18604154
2025-12-14 19:30:27,10.000 TL,10.0,Büyükçekmece - Kamiloba Mahallesi,,https://www.emlakjet.com/ilan/sahilde-11-kiralik-daire-18604130
2025-12-14 19:30:28,49.000 TL,49.0,Tuzla - Aydıntepe Mahallesi,,https://www.emlakjet.com/ilan/turyap-tan-evora-t-parsel-deniz-manzarali-11-esyali-18604081
2025-12-14 19:30:28,10.000 TL,10.0,Bahçelievler - Şirinevler Mahallesi,,https://www.emlakjet.com/ilan/s-evler-merkezde-metrobuse-5dk-erkeklere-ozel-tek-kisilik-oda-evde-toplamda-3-kisi-olunacak-18604047
2025-12-14 19:30:28,17.000 TL,17.0,Esenyurt - Mehterçeşme Mahallesi,,https://www.emlakjet.com/ilan/nes-yapidan-mehtercesmede-yuksek-girisli-kiralik-daire-18603848
2025-12-14 19:30:28,34.000 TL,34.0,Üsküdar - Sultantepe Mahallesi,,https://www.emlakjet.com/ilan/uskudar-sultantepe-mah-caddeye-cephe-firsat-kiralik-31-18603675
2025-12-14 19:30:29,18.000 TL,18.0,Esenyurt - Bağlarçeşme Mahallesi,,https://www.emlakjet.com/ilan/nes-yapi-dan-baglarcesme-mh-de-asansorlu-balkonlu-21-kiralik-daire-18603669
2025-12-14 19:30:29,25.000 TL,25.0,Ataşehir - İçerenköy Mahallesi,,https://www.emlakjet.com/ilan/atasehir-icerenkoy-de-31-kiralik-arakat-daire-18603537
2025-12-14 19:30:29,23.000 TL,23.0,Esenyurt - Cumhuriyet Mahallesi,,https://www.emlakjet.com/ilan/kent-palas2-de-11-esyali-kiralik-daire-metrobuse-5-dakka-18603516
2025-12-14 19:30:29,110.000 TL,110.0,Pendik - Doğu Mahallesi,,https://www.emlakjet.com/ilan/pendik-sahilde-aile-apartmaninda-harika-firsat-sifir-160-m2-31-18603411
2025-12-14 19:30:30,72.000 TL,72.0,Bahçelievler - Bahçelievler Mahallesi,,https://www.emlakjet.com/ilan/sadri-alisik-parki-yakini-31-120-m-asansorlu-kiralik-daire-18603294
2025-12-14 19:30:31,35.000 TL,35.0,Çekmeköy - Taşdelen Mahallesi,,https://www.emlakjet.com/ilan/cekmekoy-tasdelen-bulvar-rezidans-kiralik-21-daire-18603078
2025-12-14 19:30:31,40.000 TL,40.0,Arnavutköy - Hastane Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-esyali-kiralik-31-daire-18603052
2025-12-14 19:30:31,26.000 TL,26.0,Avcılar - Cihangir Mahallesi,,https://www.emlakjet.com/ilan/lidya-emlak-tan-21-95m2-full-esyali-kiralik-daire-18603041
2025-12-14 19:30:31,21.000 TL,21.0,Kağıthane - Çağlayan Mahallesi,,https://www.emlakjet.com/ilan/caglayan-mahallesi-21-kiralik-daire-artum-dan-18602944
2025-12-14 19:30:32,42.250 TL,42.25,Maltepe - Cevizli Mahallesi,,https://www.emlakjet.com/ilan/focus-tan-metro-ya-1-dk-bahce-kullanimli-ferforjeli-genis-21-18602864
2025-12-14 19:30:32,28.000 TL,28.0,Bağcılar - Bağlar Mahallesi,,https://www.emlakjet.com/ilan/suryapi-corridor-da-kiralik-11-69m2-en-ust-kat-kose-daire-18602841
2025-12-14 19:30:32,46.500 TL,46.5,Maltepe - Altayçeşme Mahallesi,,https://www.emlakjet.com/ilan/altaycesme-kayalar-kent-sitesinde-metro-2dk-ful-esyali-kombl-31-18602829
2025-12-14 19:30:43,17.500 TL,17.5,Beyoğlu - Kamer Hatun Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-18602764
2025-12-14 19:30:44,32.000 TL,32.0,Sultanbeyli - Turgut Reis Mahallesi,,https://www.emlakjet.com/ilan/sultanbeyli-turgutreis-mahallesi-nde-caddede-21-kiralik-daire-18602589
2025-12-14 19:30:44,45.000 TL,45.0,Beylikdüzü - Cumhuriyet Mahallesi,,https://www.emlakjet.com/ilan/bizimkent-sitesinde-tadilatli-masrafsiztemiz-31-kiralik-daire-18602582
2025-12-14 19:30:44,25.000 TL,25.0,Eyüpsultan - Rami Yeni Mahallesi,,https://www.emlakjet.com/ilan/rami-yenimahalle-cadde-uzeri-yuksek-giris-21-okullar-bolgesi-18602515
2025-12-14 19:30:44,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Şişli - Yayla Mahallesi,,https://www.emlakjet.com/ilan/ferikoy-yayla-mahallesin-de-21-kiralik-daire-18602265
2025-12-14 19:30:45,17.000 TL,17.0,Bahçelievler - Hürriyet Mahallesi,,https://www.emlakjet.com/ilan/aksa-emlaktan-bekara-uygun-18602124
2025-12-14 19:30:45,37.000 TL,37.0,Küçükçekmece - Fevzi Çakmak Mahallesi,,https://www.emlakjet.com/ilan/realhouse-gayrimenkulden-sega-life-da-peyzaj-cephe-kiralik-11-18602111
2025-12-14 19:30:45,50.000 TL,50.0,Üsküdar - Bahçelievler Mahallesi,,https://www.emlakjet.com/ilan/bahcelievler-aden-park-sitesinde-dubleks-31-kiralik-daire-18602078
2025-12-14 19:30:46,85.000 TL,85.0,Kadıköy - Feneryolu Mahallesi,,https://www.emlakjet.com/ilan/semt-emlaktan-feneryolunda-temiz-kiralik-daire-18601852
2025-12-14 19:30:46,30.000 TL,30.0,Arnavutköy - Hicret Mahallesi,,https://www.emlakjet.com/ilan/caliskan-dan-site-ici-kiralik-21-arakat-18601597
2025-12-14 19:30:46,50.000 TL,50.0,Üsküdar - Sultantepe Mahallesi,,https://www.emlakjet.com/ilan/parlak-tan-uskudar-merkez-de-41-terasli-manzarali-cadde-uzeri-18601585
2025-12-14 19:30:47,15.000 TL,15.0,Esenyurt - Güzelyurt Mahallesi,,https://www.emlakjet.com/ilan/metrobus-5-dk-11-buyuk-kiralik-daire-18601517
2025-12-14 19:30:47,33.000 TL,33.0,Bahçelievler - Zafer Mahallesi,,https://www.emlakjet.com/ilan/ak-emlak-tan-zafer-mah-11-75m2-esyali-kiralik-daire-18601379
2025-12-14 19:30:47,62.500 TL,62.5,Maltepe - Zümrütevler Mahallesi,,https://www.emlakjet.com/ilan/zumrutevler-8-yllik-bina-metroya-10dk-genis-terasli-42-dubleks-18601240
2025-12-14 19:30:48,33.000 TL,33.0,Büyükçekmece - Mimaroba Mahallesi,,https://www.emlakjet.com/ilan/mimaroba-emlak-bankasi-konutlarinda-kiralik-31-daire-18601219
2025-12-14 19:30:48,15.000 TL,15.0,Esenyurt - Yeşilkent Mahallesi,,https://www.emlakjet.com/ilan/fly-garden-11-genis-bos-kiralik-daire-18600967
2025-12-14 19:30:48,82.000 TL,82.0,Bahçelievler - Bahçelievler Mahallesi,,https://www.emlakjet.com/ilan/atlas-tan-bahcelievler-merkez-de-sifir-145m2-41-on-cephe-18600891
2025-12-14 19:30:48,48.000 TL,48.0,Bayrampaşa - Yıldırım Mahallesi,,https://www.emlakjet.com/ilan/bayrampasa-yildirim-mahallesi-kiralik-daire-18600742
2025-12-14 19:30:49,30.000 TL,30.0,Pendik - Kurtköy Mahallesi,,https://www.emlakjet.com/ilan/3m-yapi-dan-pendik-mesken-sitesinde-geniis-kiralik-21-daire-18600661
2025-12-14 19:30:49,16.000 TL,16.0,Küçükçekmece - Mehmet Akif Mahallesi,,https://www.emlakjet.com/ilan/ikitelli-m-akif-mall-of-ist-dibinde-kiralik-90m2-21-guney-cephe-18600551
2025-12-14 19:30:49,29.000 TL,29.0,Eyüpsultan - Alibeyköy Mahallesi,,https://www.emlakjet.com/ilan/alibeykoy-merkezi-konumda-kiralik-genis-31-daire-terasli-18600394
2025-12-14 19:30:49,22.000 TL,22.0,Kartal - Yunus Mahallesi,,https://www.emlakjet.com/ilan/onem-gayrimenkul-den-21-kiralik-daire-18600375
2025-12-14 19:30:50,20.000 TL,20.0,Ataşehir - Kayışdağı Mahallesi,,https://www.emlakjet.com/ilan/onem-gayrimenkul-den-21-kiralik-daire-18600374
2025-12-14 19:30:50,20.000 TL,20.0,Esenyurt - Fatih Mahallesi,,https://www.emlakjet.com/ilan/esenyurt-meydanda-kiralik-31-daire-18600336
2025-12-14 19:30:50,49.000 TL,49.0,Beşiktaş - Gayrettepe Mahallesi,,https://www.emlakjet.com/ilan/gayrettepe-polat-6da-bakimli-temiz-31-kiralik-daire-18600210
2025-12-14 19:30:50,37.000 TL,37.0,Silivri - Yeni Mahallesi,,https://www.emlakjet.com/ilan/silivri-hayat-bir-evleri-kiralik-giris-kat-31-daire-18600073
2025-12-14 19:30:51,42.500 TL,42.5,Pendik - Batı Mahallesi,,https://www.emlakjet.com/ilan/bati-mah-asansorlu-kapali-otoparkli-ferah-31-kiralik-daire-18600071
2025-12-14 19:30:51,27.000 TL,27.0,Çekmeköy - Hamidiye Mahallesi,,https://www.emlakjet.com/ilan/cekmekoy-gul-91-sitesinde-kiralik-21-daire-18600069
2025-12-14 19:31:03,32.000 TL,32.0,Çekmeköy - Merkez Mahallesi,,https://www.emlakjet.com/ilan/cekmekoy-merkez-mahallesinde-kiralik-21-daire-18600068
2025-12-14 19:31:03,25.000 TL,25.0,Üsküdar - Kısıklı Mahallesi,,https://www.emlakjet.com/ilan/kisikli-metro-yakin-95m2-balkonlu-kombili-cift-wc-li-kiralik-21-18599967
2025-12-14 19:31:03,18.500 TL,18.5,Beylikdüzü - Yakuplu Mahallesi,,https://www.emlakjet.com/ilan/aile-binasinda-kiralik-buyuk-11-18599943
2025-12-14 19:31:04,35.000 TL,35.0,Küçükçekmece - Sultan Murat Mahallesi,,https://www.emlakjet.com/ilan/home-park-tan-sultan-murat-mah-on-cephe-21-kiralik-daire-18599903
2025-12-14 19:31:04,35.000 TL,35.0,Küçükçekmece - Kartaltepe Mahallesi,,https://www.emlakjet.com/ilan/home-park-tan-port-royal-de-yatirimlik-1-1-kiralik-daire-18599902
2025-12-14 19:31:04,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Bakırköy - Yeşilköy Mahallesi,,https://www.emlakjet.com/ilan/yesilkoy-de-sahile-yakin-harika-konumda-31-arakat-kiralik-18599858
2025-12-14 19:31:04,20.000 TL,20.0,Büyükçekmece - Fatih Mahallesi,,https://www.emlakjet.com/ilan/buyukcekmece-fatih-mahallesi-kiralik-esyali-daire-18599596
2025-12-14 19:31:04,30.000 TL,30.0,Avcılar - Merkez Mahallesi,,https://www.emlakjet.com/ilan/metrobuse-7-dk-21-sifir-kiralik-daire-18599537
2025-12-14 19:31:04,25.000 TL,25.0,Pendik - Güllü Bağlar Mahallesi,,https://www.emlakjet.com/ilan/pendik-gullubaglar-mah-kiralik-21-daire-18599446
2025-12-14 19:31:04,29.000 TL,29.0,Esenyurt - Güzelyurt Mahallesi,,https://www.emlakjet.com/ilan/metrobuse-2-dakika-mesafede-luks-esyali-21-daire-18599390
2025-12-14 19:31:05,25.000 TL,25.0,Tuzla - İstasyon Mahallesi,,https://www.emlakjet.com/ilan/tuzla-istasyon-mahallesi-site-icinde-21-kiralik-daire-18599223
2025-12-14 19:31:05,73.000 TL,73.0,Sarıyer - Zekeriyaköy Mahallesi,,https://www.emlakjet.com/ilan/zekeriyakoy-uyum-acarlar-sitesi-full-deniz-manz-dublex-41-18599198
2025-12-14 19:31:05,46.000 TL,46.0,Pendik - Yenişehir Mahallesi,,https://www.emlakjet.com/ilan/assan-kurtkoy-konutlari-harika-firsat-arakat-havuz-manzarali-31-18599132
2025-12-14 19:31:05,40.000 TL,40.0,Bağcılar - Çınar Mahallesi,,https://www.emlakjet.com/ilan/filiz-emlaktan-bagcilar-cinar-mah-31-120m2kiralik-daire-18599125
2025-12-14 19:31:05,48.000 TL,48.0,Çekmeköy - Mimar Sinan Mahallesi,,https://www.emlakjet.com/ilan/cekmekoy-eksioglu-besyildiz-1-etap-sitesi-31-kiralik-daire-18599036
2025-12-14 19:31:06,25.000 TL,25.0,Beyoğlu - Cihangir Mahallesi,,https://www.emlakjet.com/ilan/beyoglu-cihagir-ed-yali-studyo-daire-detaylar-ve-lufen-arayin-18599018
2025-12-14 19:31:06,15.000 TL,15.0,Beyoğlu - Bostan Mahallesi,,https://www.emlakjet.com/ilan/beyoglu-tarlabasi-stdyo-esyali-kiralik-daire-18598979
2025-12-14 19:31:06,26.000 TL,26.0,Bayrampaşa - Terazidere Mahallesi,,https://www.emlakjet.com/ilan/bayrampasa-terazidere-de-31-temiz-kiralik-daire-18598957
2025-12-14 19:31:06,35.000 TL,35.0,Bayrampaşa - Orta Mahallesi,,https://www.emlakjet.com/ilan/bayrampasa-orta-mah-demirkapi-cad-kiralik-daire-ofis-18598955
2025-12-14 19:31:06,40.000 TL,40.0,Beylikdüzü - Sahil Mahallesi,,https://www.emlakjet.com/ilan/simal-emlaktan-kiralik-daire-18598883
2025-12-14 19:31:06,28.000 TL,28.0,Şile - Çavuş Mahallesi,,https://www.emlakjet.com/ilan/acr-gyd-den-sile-cavus-mah-21-kiralik-daire-18598881
2025-12-14 19:31:07,39.000 TL,39.0,Ataşehir - Örnek Mahallesi,,https://www.emlakjet.com/ilan/atasehir-ornek-mahallesi-suare-residence-de-kiralik-11-balkonlu-18598868
2025-12-14 19:31:07,26.000 TL,26.0,Büyükçekmece - Atatürk Mahallesi,,https://www.emlakjet.com/ilan/albatros-sahilde-31-net-120-m2-kiralik-daire-18598672
2025-12-14 19:31:07,20.000 TL,20.0,Gaziosmanpaşa - Barbaros Hayrettinpaşa Mahallesi,,https://www.emlakjet.com/ilan/cozum-gayrimenkulden-barbaros-mah-21-cati-kati-kiralik-daire-18598571
2025-12-14 19:31:07,26.000 TL,26.0,Küçükçekmece - Mehmet Akif Mahallesi,,https://www.emlakjet.com/ilan/emir-emlak-dan-21-yeni-bina-da-kulanisli-daire-esyali-degildir-18598566
2025-12-14 19:31:08,40.000 TL,40.0,Sancaktepe - Osmangazi Mahallesi,,https://www.emlakjet.com/ilan/nuvola-park-ta-kiralik-sifir-genis-arakat-daireler-18598078
2025-12-14 19:31:08,50.000 TL,50.0,Beyoğlu - Kalyoncu Kulluğu Mahallesi,,https://www.emlakjet.com/ilan/beyoglu-istiklal-cd-omer-hayyam-da-kiralik-21-keyifli-terasli-daire-18598052
2025-12-14 19:31:18,16.000 TL,16.0,Eyüpsultan - Nişancı Mahallesi,,https://www.emlakjet.com/ilan/eyup-nisanci-metrobuse-tramvaya-5-dk-21-kombili-duz-giris-18597868
2025-12-14 19:31:19,21.500 TL,21.5,Eyüpsultan - Nişancı Mahallesi,,https://www.emlakjet.com/ilan/eyup-nisanci-21-75m2-3-kat-d-gaz-kombili-balkonlu-boyali-aydinlik-18597763
2025-12-14 19:31:19,23.000 TL,23.0,Kağıthane - Harmantepe Mahallesi,,https://www.emlakjet.com/ilan/kagithane-harmantepe-de-31-80m-kiralik-temiz-daire-18597646
2025-12-14 19:31:19,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Maltepe - Altıntepe Mahallesi,,https://www.emlakjet.com/ilan/tamis-den-altintepe-de-marmaraya-sahile-yakin-14-yillik-2-kat31-18597602
2025-12-14 19:31:19,17.000 TL,17.0,Sultangazi - Cebeci Mahallesi,,https://www.emlakjet.com/ilan/baykal-ins-sultangazi-cebeci-mah-kiralik-giris-kat-18597507
2025-12-14 19:31:19,27.000 TL,27.0,Eyüpsultan - Karadolap Mahallesi,,https://www.emlakjet.com/ilan/eyup-binevler-aydin-sitesi-buyuk-tip-21-kiralik-daire-18597361
2025-12-14 19:31:19,18.750 TL,18.75,Şişli - Gülbahar Mahallesi,,https://www.emlakjet.com/ilan/mecidiyekoy-gulbag-da-21-kiralik-daire-18597314
2025-12-14 19:31:20,40.000 TL,40.0,Maltepe - Bağlarbaşı Mahallesi,,https://www.emlakjet.com/ilan/maltepe-inonu-caddesinde-yeni-binada-21-kiralik-daire-18597315
2025-12-14 19:31:20,26.000 TL,26.0,Eyüpsultan - Nişancı Mahallesi,,https://www.emlakjet.com/ilan/eyup-nisanci-metrobuse-2-dk-komple-yenileniyor-21-2-kat-aileye-18597291
2025-12-14 19:31:20,35.000 TL,35.0,Çatalca - Ferhatpaşa Mahallesi,,https://www.emlakjet.com/ilan/catalca-merkezde-31-ofis-daire-secenegi-ile-her-yere-yurume-mesafesinde-18597247
2025-12-14 19:31:20,15.000 TL,15.0,Esenler - Oruçreis Mahallesi,,https://www.emlakjet.com/ilan/kalemden-kiralik-21-terasli-daire-18597120
2025-12-14 19:31:20,80.000 TL,80.0,Sarıyer - Kireçburnu Mahallesi,,https://www.emlakjet.com/ilan/sariyer-tarabya-ustu-bakimli-daire-nezih-sokak-bogaz-manzarali-daire-18597041
2025-12-14 19:31:20,18.000 TL,18.0,Esenyurt - Üçevler Mahallesi,,https://www.emlakjet.com/ilan/ucevler-mahallesi-21-110m2-cift-balkonlu-kiralik-daire-18596993
2025-12-14 19:31:21,32.000 TL,32.0,Güngören - Tozkoparan Mahallesi,,https://www.emlakjet.com/ilan/engin-erdem-den-tozkoparanda-21-genis-kiralik-esyali-daire-18596941
2025-12-14 19:31:21,20.000 TL,20.0,Bağcılar - Kirazlı Mahallesi,,https://www.emlakjet.com/ilan/bagcilar-kirazli-mahallesi-kiralik-21-daire-kirazli-metro-yani-18596909
2025-12-14 19:31:21,40.000 TL,40.0,Sarıyer - Kireçburnu Mahallesi,,https://www.emlakjet.com/ilan/tarabyaustu-cumhuriyette-kurumsal-calisana-22-kiralik-daire-18596813
2025-12-14 19:31:21,39.000 TL,39.0,Küçükçekmece - İstasyon Mahallesi,,https://www.emlakjet.com/ilan/bezirganbahce-de-41-kiralik-170-m2-dubleks-hastane-arkasi-18596781
2025-12-14 19:31:21,36.000 TL,36.0,Bahçelievler - Şirinevler Mahallesi,,https://www.emlakjet.com/ilan/old-city-den-b-evler-devlet-hast-kapisinin-karsisinda-7yillik-bina-4-kat-21-85m2-bos-18596691
2025-12-14 19:31:22,53.000 TL,53.0,Ümraniye - Şerifali Mahallesi,,https://www.emlakjet.com/ilan/serifali-de-hideside-residence-ta-kiralik-21-ofis-18596635
2025-12-14 19:31:22,35.000 TL,35.0,Avcılar - Merkez Mahallesi,,https://www.emlakjet.com/ilan/avcilar-merkezde-sifir-21-kat3-35-bin-memura-kiralik-18596511
2025-12-14 19:31:22,26.000 TL,26.0,Sultangazi - Sultançiftliği Mahallesi,,https://www.emlakjet.com/ilan/sultanciftligi-mahallesi-21-ara-kat-kiralik-daire-18596175
2025-12-14 19:31:22,25.000 TL,25.0,Arnavutköy - Arnavutköy Merkez Mahallesi,,https://www.emlakjet.com/ilan/arnavutkoy-merkez-de-21-kiralik-dublex-daire-18596174
2025-12-14 19:31:22,25.000 TL,25.0,Fatih - Cerrahpaşa Mahallesi,,https://www.emlakjet.com/ilan/fatih-findikzade-de-kiralik-11-18595971
2025-12-14 19:31:23,33.000 TL,33.0,Şişli - Mecidiyeköy Mahallesi,,https://www.emlakjet.com/ilan/firsat-merkezi-mecidiyekoyde-yeni-bina-11-kiralik-ev-18595964
2025-12-14 19:31:23,40.000 TL,40.0,Kağıthane - Çağlayan Mahallesi,,https://www.emlakjet.com/ilan/caglayan-yeni-bina-esyali-kiralik-daire-18595718
2025-12-14 19:31:23,18.000 TL,18.0,Esenler - Kazım Karabekir Mahallesi,,https://www.emlakjet.com/ilan/kazim-karabekir-mahallesinde-3-katta-21-kiralik-daire-18595659
2025-12-14 19:31:35,8.500 TL,8.5,Kağıthane - Harmantepe Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-10-18595387
2025-12-14 19:31:35,14.000 TL,14.0,Küçükçekmece - Mehmet Akif Mahallesi,,https://www.emlakjet.com/ilan/mehmet-akifte-kiralik-21-3-kat-18595375
2025-12-14 19:31:35,32.500 TL,32.5,Küçükçekmece - Söğütlü Çeşme Mahallesi,,https://www.emlakjet.com/ilan/ari-emlak-tan-kiralik-160m2-42-18595356
2025-12-14 19:31:35,26.000 TL,26.0,Avcılar - Denizköşkler Mahallesi,,https://www.emlakjet.com/ilan/avcilar-denizkosklerde-daire-18595186
2025-12-14 19:31:35,25.000 TL,25.0,Kağıthane - Gürsel Mahallesi,,https://www.emlakjet.com/ilan/gursel-mahallesinde-11-kiralik-daire-buro-18595095
2025-12-14 19:31:35,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Esenyurt - Yenikent Mahallesi,,https://www.emlakjet.com/ilan/yenikent-mah-21-kiralik-bahceli-bahce-kati-18595011
2025-12-14 19:31:35,25.000 TL,25.0,Gaziosmanpaşa - Merkez Mahallesi,,https://www.emlakjet.com/ilan/gaziosmanpasada-kiralik-daire-18594781
2025-12-14 19:31:36,26.500 TL,26.5,Eyüpsultan - Karadolap Mahallesi,,https://www.emlakjet.com/ilan/deniz-gayrimenkulden-binevlerde-90-m2-11-genis-daire-metro-100m-18594772
2025-12-14 19:31:36,30.500 TL,30.5,Eyüpsultan - Rami Yeni Mahallesi,,https://www.emlakjet.com/ilan/rami-yenimahalle-de-arakat-cift-cephe-balkonlu-31-merkezi-18594727
2025-12-14 19:31:36,26.500 TL,26.5,Kağıthane - Seyrantepe Mahallesi,,https://www.emlakjet.com/ilan/tuncay-dan-seyrantepe-de-metroya-yakin-tum-faturalar-dahil-10-18594719
2025-12-14 19:31:36,29.000 TL,29.0,Pendik - Yenişehir Mahallesi,,https://www.emlakjet.com/ilan/pendik-yenisehir-kentplus-newport-kurtkoy-kiralik-11-bahce-kati-18594710
2025-12-14 19:31:36,40.000 TL,40.0,Ümraniye - Armağanevler Mahallesi,,https://www.emlakjet.com/ilan/umraniye-armaganevler-mahallesi-dirilis-cad-metro-yurume-mesafesi-varan-cad-21-7-kat-asansor-18594596
2025-12-14 19:31:36,40.000 TL,40.0,Gaziosmanpaşa - Karlıtepe Mahallesi,,https://www.emlakjet.com/ilan/seref-emlak-gaziosmanpasa-karlitepe-kiralik-dubleks-daire-40-000-tl-18594541
2025-12-14 19:31:36,31.000 TL,31.0,Kartal - Yunus Mahallesi,,https://www.emlakjet.com/ilan/kartal-yunus-mah-istmarina-pazar-okul-yakini-21-kiralik-daire-18594527
2025-12-14 19:31:36,38.000 TL,38.0,Kartal - Karlıktepe Mahallesi,,https://www.emlakjet.com/ilan/kartal-karliktepe-de-21-kiralik-daire-18594526
2025-12-14 19:31:37,45.500 TL,45.5,Kartal - Çavuşoğlu Mahallesi,,https://www.emlakjet.com/ilan/home-gayrimenkul-den-31-kiralik-daire-18594464
2025-12-14 19:31:37,25.500 TL,25.5,Esenyurt - İnönü Mahallesi,,https://www.emlakjet.com/ilan/esenyurt-inonu-mah-cadde-uzeri-kiralik-daire-18594228
2025-12-14 19:31:37,26.000 TL,26.0,Ümraniye - Çakmak Mahallesi,,https://www.emlakjet.com/ilan/umraniye-cakmak-varan-caddesi-uzerinde-metro-yurme-mesafesi-18594086
2025-12-14 19:31:37,29.000 TL,29.0,Ataşehir - İnönü Mahallesi,,https://www.emlakjet.com/ilan/serdal-saglam-dan-inonu-mahallesinde-kiralik-giris-kat-21-daire-18594082
2025-12-14 19:31:37,45.000 TL,45.0,Maltepe - Zümrütevler Mahallesi,,https://www.emlakjet.com/ilan/serdal-saglam-dan-nish-adalar-migros-jet-yani-esyali-11-daire-18594080
2025-12-14 19:31:37,26.000 TL,26.0,Eyüpsultan - Karadolap Mahallesi,,https://www.emlakjet.com/ilan/eyupsultan-binevlerde-kiralik-21-giris-kat-daire-18593854
2025-12-14 19:31:37,45.000 TL,45.0,Eyüpsultan - Çırçır Mahallesi,,https://www.emlakjet.com/ilan/eyupsultan-circir-kiralik-31-ebeveyn-banyolu-daire-18593853
2025-12-14 19:31:38,24.000 TL,24.0,Beylikdüzü - Adnan Kahveci Mahallesi,,https://www.emlakjet.com/ilan/beylikduzu-kolejler-bolgesi-anatolian-garden-11-80-m2-kiralik-18593760
2025-12-14 19:31:38,22.000 TL,22.0,Silivri - Mimar Sinan Mahallesi,,https://www.emlakjet.com/ilan/silivri-toki-1-de-kiralik-21-daire-18593694
2025-12-14 19:31:38,22.000 TL,22.0,Silivri - Alibey Mahallesi,,https://www.emlakjet.com/ilan/silivri-alibey-mahallesi-merkezde-21-kiralik-daire-18593692
2025-12-14 19:31:38,38.000 TL,38.0,Sancaktepe - Emek Mahallesi,,https://www.emlakjet.com/ilan/seeworld-sinpas-aqua-city-2010-11-kiralik-72m2-aquacity-18593475
