Tarih,Fiyat,Fiyat_Sayisal,Fiyat_Per_m2,Semt,Mahalle,Konum,Oda_Sayisi,Brut_Alan_m2,Brut_Alan_m2_Numeric,Kat,Detaylar,URL
2025-12-14 21:38:58,35.000 TL,35.0,0.7,Kağıthane - Hamidiye Mahallesi,,Kağıthane - Hamidiye Mahallesi,1+0,50,50,3,"YENİ
Kordon 1+0 Kiralık Fırsat Daire
Kağıthane - Hamidiye Mahallesi
Daire | Stüdyo | 3. Kat | 50 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kordon-10-kiralik-firsat-daire-18604400
2025-12-14 21:38:58,22.000 TL,22.0,0.24,Sultangazi - 50. Yıl Mahallesi,,Sultangazi - 50. Yıl Mahallesi,2+1,90,90,Zemin,"YENİ
50. Yıl Mahallesı'nde Kıralık 2 + 1 90 Metre² Yüksek Gırış
Sultangazi - 50. Yıl Mahallesi
Daire | 2+1 | Yüksek giriş | 90 m²
22.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/50-yil-mahallesi-nde-kiralik-2-1-90-metre-yuksek-giris-18604161
2025-12-14 21:38:58,130.000 TL,130.0,0.59,Beşiktaş - Etiler Mahallesi,,Beşiktaş - Etiler Mahallesi,2+1,220,220,,"YENİ
Etiler Cengiz Topel Caddesinde Nezih Apartmanda 2+1 Ters Dubleks
Beşiktaş - Etiler Mahallesi
Daire | 2+1 | Kot 1 (-1). Kat | 220 m²
130.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/etiler-cengiz-topel-caddesinde-nezih-apartmanda-21-ters-dubleks-18604154
2025-12-14 21:38:59,10.000 TL,10.0,0.2,Büyükçekmece - Kamiloba Mahallesi,,Büyükçekmece - Kamiloba Mahallesi,1+1,50,50,5,"YENİ
## Sahilde 1+1 Kiralık Daire ##
Büyükçekmece - Kamiloba Mahallesi
Daire | 1+1 | 5. Kat | 50 m²
10.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sahilde-11-kiralik-daire-18604130
2025-12-14 21:38:59,49.000 TL,49.0,0.82,Tuzla - Aydıntepe Mahallesi,,Tuzla - Aydıntepe Mahallesi,1+1,60,60,15,"YENİ
Turyap'tan Evora T Parsel Deniz Manzaralı 1+1 Eşyalı
Tuzla - Aydıntepe Mahallesi
Daire | 1+1 | 15. Kat | 60 m²
49.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/turyap-tan-evora-t-parsel-deniz-manzarali-11-esyali-18604081
2025-12-14 21:38:59,10.000 TL,10.0,0.11,Bahçelievler - Şirinevler Mahallesi,,Bahçelievler - Şirinevler Mahallesi,2+1,95,95,5,"YENİ
S.evler Merkezde Metrobüse 5dk.erkeklere Özel Tek Kişilik Oda Evde Toplamda 3 Kişi Olunacak
Bahçelievler - Şirinevler Mahallesi
Daire | 2+1 | 5. Kat | 95 m²
10.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/s-evler-merkezde-metrobuse-5dk-erkeklere-ozel-tek-kisilik-oda-evde-toplamda-3-kisi-olunacak-18604047
2025-12-14 21:38:59,17.000 TL,17.0,0.18,Esenyurt - Mehterçeşme Mahallesi,,Esenyurt - Mehterçeşme Mahallesi,2+1,95,95,Zemin,"YENİ
Nes Yapıdan Mehterçeşmede Yüksek Girişli Kiralık Daire
Esenyurt - Mehterçeşme Mahallesi
Daire | 2+1 | Yüksek giriş | 95 m²
17.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/nes-yapidan-mehtercesmede-yuksek-girisli-kiralik-daire-18603848
2025-12-14 21:38:59,34.000 TL,34.0,0.28,Üsküdar - Sultantepe Mahallesi,,Üsküdar - Sultantepe Mahallesi,3+1,120,120,2,"YENİ
Üsküdar Sultantepe Mah Caddeye Cephe Fırsat Kiralık 3+1
Üsküdar - Sultantepe Mahallesi
Daire | 2+1 | 2. Kat | 120 m²
34.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/uskudar-sultantepe-mah-caddeye-cephe-firsat-kiralik-31-18603675
2025-12-14 21:39:00,18.000 TL,18.0,0.19,Esenyurt - Bağlarçeşme Mahallesi,,Esenyurt - Bağlarçeşme Mahallesi,2+1,95,95,4,"YENİ
Nes Yapı'dan Bağlarçeşme Mh'de Asansörlü Balkonlu 2+1 Kiralık Daire
Esenyurt - Bağlarçeşme Mahallesi
Daire | 2+1 | 4. Kat | 95 m²
18.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/nes-yapi-dan-baglarcesme-mh-de-asansorlu-balkonlu-21-kiralik-daire-18603669
2025-12-14 21:39:00,25.000 TL,25.0,0.19,Ataşehir - İçerenköy Mahallesi,,Ataşehir - İçerenköy Mahallesi,3+1,130,130,5,"YENİ
Ataşehir İçerenköy De 3+1 Kiralık Arakat Daire,
Ataşehir - İçerenköy Mahallesi
Daire | 3+1 | 5. Kat | 130 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/atasehir-icerenkoy-de-31-kiralik-arakat-daire-18603537
2025-12-14 21:39:00,23.000 TL,23.0,0.27,Esenyurt - Cumhuriyet Mahallesi,,Esenyurt - Cumhuriyet Mahallesi,1+1,85,85,9,"YENİ
Kent Palas2 De 1+1 Eşyalı Kiralık Daire Metrobüse 5 Dakka
Esenyurt - Cumhuriyet Mahallesi
Daire | 1+1 | 9. Kat | 85 m²
23.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kent-palas2-de-11-esyali-kiralik-daire-metrobuse-5-dakka-18603516
2025-12-14 21:39:00,110.000 TL,110.0,0.69,Pendik - Doğu Mahallesi,,Pendik - Doğu Mahallesi,3+1,160,160,2,"YENİ
Pendik Sahilde Aile Apartmanında Harika Fırsat Sıfır 160 M2 3+1
Pendik - Doğu Mahallesi
Daire | 3+1 | 2. Kat | 180 m²
110.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/pendik-sahilde-aile-apartmaninda-harika-firsat-sifir-160-m2-31-18603411
2025-12-14 21:39:01,72.000 TL,72.0,0.6,Bahçelievler - Bahçelievler Mahallesi,,Bahçelievler - Bahçelievler Mahallesi,3+1,120,120,3,"YENİ
Sadri Alışık Parkı Yakını 3+1 120 M² Asansörlü Kiralık Daire
Bahçelievler - Bahçelievler Mahallesi
Daire | 3+1 | 3. Kat | 120 m²
72.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sadri-alisik-parki-yakini-31-120-m-asansorlu-kiralik-daire-18603294
2025-12-14 21:39:01,35.000 TL,35.0,0.39,Çekmeköy - Taşdelen Mahallesi,,Çekmeköy - Taşdelen Mahallesi,2+1,90,90,5,"YENİ
Çekmeköy Taşdelen Bulvar Rezidans Kiralık 2+1 Daire
Çekmeköy - Taşdelen Mahallesi
Daire | 2+1 | 5. Kat | 90 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/cekmekoy-tasdelen-bulvar-rezidans-kiralik-21-daire-18603078
2025-12-14 21:39:01,40.000 TL,40.0,0.29,Arnavutköy - Hastane Mahallesi,,Arnavutköy - Hastane Mahallesi,3+1,140,140,3,"YENİ
Sahibinden Eşyalı Kiralık 3+1 Daire
Arnavutköy - Hastane Mahallesi
Daire | 3+1 | 3. Kat | 140 m²
40.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sahibinden-esyali-kiralik-31-daire-18603052
2025-12-14 21:39:01,26.000 TL,26.0,0.27,Avcılar - Cihangir Mahallesi,,Avcılar - Cihangir Mahallesi,2+1,95,95,2,"YENİ
Lidya Emlak'tan 2+1 95m2 Full Eşyalı Kiralık Daire
Avcılar - Cihangir Mahallesi
Daire | 2+1 | 2. Kat | 95 m²
26.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/lidya-emlak-tan-21-95m2-full-esyali-kiralik-daire-18603041
2025-12-14 21:39:02,21.000 TL,21.0,0.3,Kağıthane - Çağlayan Mahallesi,,Kağıthane - Çağlayan Mahallesi,2+1,70,70,,"YENİ
Çağlayan Mahallesi 2+1 Kiralık Daire,artum'dan
Kağıthane - Çağlayan Mahallesi
Daire | 2+1 | Kot 1 (-1). Kat | 70 m²
21.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/caglayan-mahallesi-21-kiralik-daire-artum-dan-18602944
2025-12-14 21:39:02,42.250 TL,42.25,0.47,Maltepe - Cevizli Mahallesi,,Maltepe - Cevizli Mahallesi,2+1,90,90,Zemin,"YENİ
Focus'tan Metro'ya 1 Dk, Bahçe Kullanımlı, Ferforjeli, Geniş 2+1
Maltepe - Cevizli Mahallesi
Daire | 2+1 | Düz Giriş (Zemin) | 90 m²
42.250 TL
Telefona Bak",https://www.emlakjet.com/ilan/focus-tan-metro-ya-1-dk-bahce-kullanimli-ferforjeli-genis-21-18602864
2025-12-14 21:39:02,28.000 TL,28.0,0.41,Bağcılar - Bağlar Mahallesi,,Bağcılar - Bağlar Mahallesi,1+1,69,69,18,"YENİ
Suryapı Corridor'da Kiralık 1+1 69m2 En Üst Kat Köşe Daire
Bağcılar - Bağlar Mahallesi
Daire | 1+1 | 18. Kat | 69 m²
28.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/suryapi-corridor-da-kiralik-11-69m2-en-ust-kat-kose-daire-18602841
2025-12-14 21:39:02,46.500 TL,46.5,0.36,Maltepe - Altayçeşme Mahallesi,,Maltepe - Altayçeşme Mahallesi,3+1,130,130,5,"YENİ
Altayçeşme Kayalar Kent Sitesinde Metro 2dk Ful Eşyalı Kombl 3+1
Maltepe - Altayçeşme Mahallesi
Daire | 3+1 | 5. Kat | 130 m²
46.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/altaycesme-kayalar-kent-sitesinde-metro-2dk-ful-esyali-kombl-31-18602829
2025-12-14 21:39:13,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,1.6,Beyoğlu - Kamer Hatun Mahallesi,,Beyoğlu - Kamer Hatun Mahallesi,,20,20,1,"İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL
Bölge Raporunu İncele
YENİ
Sahibinden Kiralık
Beyoğlu - Kamer Hatun Mahallesi
Daire | Stüdyo | 1. Kat | 20 m²
17.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/sahibinden-kiralik-18602764
2025-12-14 21:39:14,32.000 TL,32.0,0.34,Sultanbeyli - Turgut Reis Mahallesi,,Sultanbeyli - Turgut Reis Mahallesi,2+1,95,95,3,"YENİ
Sultanbeyli Turgutreis Mahallesi'nde Caddede 2+1 Kiralık Daire
Sultanbeyli - Turgut Reis Mahallesi
Daire | 2+1 | 3. Kat | 95 m²
32.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sultanbeyli-turgutreis-mahallesi-nde-caddede-21-kiralik-daire-18602589
2025-12-14 21:39:14,45.000 TL,45.0,0.26,Beylikdüzü - Cumhuriyet Mahallesi,,Beylikdüzü - Cumhuriyet Mahallesi,3+1,170,170,13,"YENİ
Bizimkent Sitesinde Tadilatlı Masrafsıztemiz 3+1 Kiralık Daire
Beylikdüzü - Cumhuriyet Mahallesi
Daire | 3+1 | 13. Kat | 170 m²
45.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bizimkent-sitesinde-tadilatli-masrafsiztemiz-31-kiralik-daire-18602582
2025-12-14 21:39:14,25.000 TL,25.0,0.33,Eyüpsultan - Rami Yeni Mahallesi,,Eyüpsultan - Rami Yeni Mahallesi,2+1,75,75,Zemin,"YENİ
Rami Yenimahalle Cadde Üzeri Yüksek Giriş 2+1 Okullar Bölgesi
Eyüpsultan - Rami Yeni Mahallesi
Daire | 2+1 | Yüksek giriş | 75 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/rami-yenimahalle-cadde-uzeri-yuksek-giris-21-okullar-bolgesi-18602515
2025-12-14 21:39:14,30.000 TL,30.0,0.32,Şişli - Yayla Mahallesi,,Şişli - Yayla Mahallesi,2+1,95,95,3,"YENİ
Feriköy Yayla Mahallesin'de 2+1 Kiralık Daire
Şişli - Yayla Mahallesi
Daire | 2+1 | 3. Kat | 95 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/ferikoy-yayla-mahallesin-de-21-kiralik-daire-18602265
2025-12-14 21:39:14,17.000 TL,17.0,0.17,Bahçelievler - Hürriyet Mahallesi,,Bahçelievler - Hürriyet Mahallesi,2+1,100,100,5,"YENİ
Aksa Emlaktan Bekara Uygun
Bahçelievler - Hürriyet Mahallesi
Daire | 2+1 | 5. Kat | 100 m²
17.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/aksa-emlaktan-bekara-uygun-18602124
2025-12-14 21:39:14,37.000 TL,37.0,0.49,Küçükçekmece - Fevzi Çakmak Mahallesi,,Küçükçekmece - Fevzi Çakmak Mahallesi,1+1,75,75,2,"YENİ
Realhouse Gayrimenkulden Sega Life Da Peyzaj Cephe Kiralık 1+1
Küçükçekmece - Fevzi Çakmak Mahallesi
Daire | 1+1 | 2. Kat | 75 m²
37.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/realhouse-gayrimenkulden-sega-life-da-peyzaj-cephe-kiralik-11-18602111
2025-12-14 21:39:15,50.000 TL,50.0,0.48,Üsküdar - Bahçelievler Mahallesi,,Üsküdar - Bahçelievler Mahallesi,3+1,105,105,4,"YENİ
Bahçelievler Aden Park Sitesinde Dubleks 3+1 Kiralık Daire
Üsküdar - Bahçelievler Mahallesi
Daire | 3+1 | 4. Kat | 105 m²
50.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bahcelievler-aden-park-sitesinde-dubleks-31-kiralik-daire-18602078
2025-12-14 21:39:15,85.000 TL,85.0,0.75,Kadıköy - Feneryolu Mahallesi,,Kadıköy - Feneryolu Mahallesi,3+1,114,114,3,"YENİ
Semt Emlaktan Feneryolunda Temiz Kiralık Daire
Kadıköy - Feneryolu Mahallesi
Daire | 3+1 | 3. Kat | 114 m²
85.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/semt-emlaktan-feneryolunda-temiz-kiralik-daire-18601852
2025-12-14 21:39:15,20.000 TL,20.0,0.29,Esenyurt - Mehmet Akif Ersoy Mahallesi,,Esenyurt - Mehmet Akif Ersoy Mahallesi,1+1,70,70,4,"YENİ
Kiralık Full Eşyalı Site İçi Metrobüse Yakın Daire
Esenyurt - Mehmet Akif Ersoy Mahallesi
Daire | 1+1 | 4. Kat | 70 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kiralik-full-esyali-site-ici-metrobuse-yakin-daire-18601816
2025-12-14 21:39:15,30.000 TL,30.0,0.33,Arnavutköy - Hicret Mahallesi,,Arnavutköy - Hicret Mahallesi,2+1,90,90,2,"YENİ
Çalışkan Dan Site İçi Kiralık 2+1 Arakat
Arnavutköy - Hicret Mahallesi
Daire | 2+1 | 2. Kat | 90 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/caliskan-dan-site-ici-kiralik-21-arakat-18601597
2025-12-14 21:39:15,50.000 TL,50.0,0.38,Üsküdar - Sultantepe Mahallesi,,Üsküdar - Sultantepe Mahallesi,4+1,130,130,6,"YENİ
Parlak'tan Üsküdar Merkez^de 4+1 Teraslı Manzaralı Cadde Üzeri^*
Üsküdar - Sultantepe Mahallesi
Daire | 4+1 | 6. Kat | 130 m²
50.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/parlak-tan-uskudar-merkez-de-41-terasli-manzarali-cadde-uzeri-18601585
2025-12-14 21:39:15,15.000 TL,15.0,0.17,Esenyurt - Güzelyurt Mahallesi,,Esenyurt - Güzelyurt Mahallesi,1+1,90,90,4,"YENİ
Metrobüs 5 Dk 1+1 Büyük Kiralık Daire
Esenyurt - Güzelyurt Mahallesi
Daire | 1+1 | 4. Kat | 90 m²
15.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/metrobus-5-dk-11-buyuk-kiralik-daire-18601517
2025-12-14 21:39:16,33.000 TL,33.0,0.44,Bahçelievler - Zafer Mahallesi,,Bahçelievler - Zafer Mahallesi,1+1,75,75,Çatı,"YENİ
Ak Emlak'tan Zafer Mah. 1+1 75m2 Eşyalı Kiralik Daire
Bahçelievler - Zafer Mahallesi
Daire | 1+1 | Çatı katı | 90 m²
33.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/ak-emlak-tan-zafer-mah-11-75m2-esyali-kiralik-daire-18601379
2025-12-14 21:39:16,62.500 TL,62.5,0.36,Maltepe - Zümrütevler Mahallesi,,Maltepe - Zümrütevler Mahallesi,4+2,175,175,6,"YENİ
Zümrütevler 8 Yllık Bina Metroya 10dk Geniş Teraslı 4+2 Dubleks
Maltepe - Zümrütevler Mahallesi
Daire | 4+2 | 6. Kat | 175 m²
62.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/zumrutevler-8-yllik-bina-metroya-10dk-genis-terasli-42-dubleks-18601240
2025-12-14 21:39:16,33.000 TL,33.0,0.25,Büyükçekmece - Mimaroba Mahallesi,,Büyükçekmece - Mimaroba Mahallesi,3+1,130,130,5,"YENİ
Mimaroba Emlak Bankası Konutlarında Kiralık 3+1 Daire
Büyükçekmece - Mimaroba Mahallesi
Daire | 3+1 | 5. Kat | 130 m²
33.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/mimaroba-emlak-bankasi-konutlarinda-kiralik-31-daire-18601219
2025-12-14 21:39:16,15.000 TL,15.0,0.18,Esenyurt - Yeşilkent Mahallesi,,Esenyurt - Yeşilkent Mahallesi,1+1,85,85,17,"YENİ
Fly Garden 1+1 Geniş Boş Kiralık Daire
Esenyurt - Yeşilkent Mahallesi
Daire | 1+1 | 17. Kat | 85 m²
15.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/fly-garden-11-genis-bos-kiralik-daire-18600967
2025-12-14 21:39:16,82.000 TL,82.0,0.57,Bahçelievler - Bahçelievler Mahallesi,,Bahçelievler - Bahçelievler Mahallesi,4+1,145,145,1,"YENİ
Atlas'tan, Bahçelievler Merkez'de, Sıfır, 145m2, 4+1, Ön Cephe
Bahçelievler - Bahçelievler Mahallesi
Daire | 4+1 | 1. Kat | 145 m²
82.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/atlas-tan-bahcelievler-merkez-de-sifir-145m2-41-on-cephe-18600891
2025-12-14 21:39:17,48.000 TL,48.0,0.6,Bayrampaşa - Yıldırım Mahallesi,,Bayrampaşa - Yıldırım Mahallesi,2+1,80,80,2,"YENİ
Bayrampaşa Yıldırım Mahallesi Kiralık Daire
Bayrampaşa - Yıldırım Mahallesi
Daire | 2+1 | 2. Kat | 80 m²
48.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bayrampasa-yildirim-mahallesi-kiralik-daire-18600742
2025-12-14 21:39:17,30.000 TL,30.0,0.3,Pendik - Kurtköy Mahallesi,,Pendik - Kurtköy Mahallesi,2+1,100,100,6,"YENİ
3m Yapı'dan Pendik Mesken Sitesinde Geniiş Kiralık 2+1 Daire !!!
Pendik - Kurtköy Mahallesi
Daire | 2+1 | 6. Kat | 100 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/3m-yapi-dan-pendik-mesken-sitesinde-geniis-kiralik-21-daire-18600661
2025-12-14 21:39:17,16.000 TL,16.0,0.18,Küçükçekmece - Mehmet Akif Mahallesi,,Küçükçekmece - Mehmet Akif Mahallesi,2+1,90,90,5,"YENİ
İkitelli M.akif Mall Of İst Dibinde Kiralık 90m2 2+1 Güney Cephe
Küçükçekmece - Mehmet Akif Mahallesi
Daire | 2+1 | 5. Kat | 95 m²
16.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/ikitelli-m-akif-mall-of-ist-dibinde-kiralik-90m2-21-guney-cephe-18600551
2025-12-14 21:39:17,29.000 TL,29.0,0.13,Eyüpsultan - Alibeyköy Mahallesi,,Eyüpsultan - Alibeyköy Mahallesi,3+1,230,230,5,"YENİ
Alibeyköy Merkezi Konumda Kiralık Geniş 3+1 Daire Teraslı
Eyüpsultan - Alibeyköy Mahallesi
Daire | 3+1 | 5. Kat | 230 m²
29.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/alibeykoy-merkezi-konumda-kiralik-genis-31-daire-terasli-18600394
2025-12-14 21:39:17,22.000 TL,22.0,0.26,Kartal - Yunus Mahallesi,,Kartal - Yunus Mahallesi,2+1,85,85,,"YENİ
Önem Gayrimenkul'den 2+1 Kiralık Daire
Kartal - Yunus Mahallesi
Daire | 2+1 | Kot 3 (-3). Kat | 85 m²
22.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/onem-gayrimenkul-den-21-kiralik-daire-18600375
2025-12-14 21:39:17,20.000 TL,20.0,0.15,Ataşehir - Kayışdağı Mahallesi,,Ataşehir - Kayışdağı Mahallesi,2+1,135,135,Zemin,"YENİ
Önem Gayrimenkul'den 2+1 Kiralık Daire
Ataşehir - Kayışdağı Mahallesi
Daire | 2+1 | Düz Giriş (Zemin) | 135 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/onem-gayrimenkul-den-21-kiralik-daire-18600374
2025-12-14 21:39:28,42.500 TL,42.5,0.28,Pendik - Batı Mahallesi,,Pendik - Batı Mahallesi,3+1,150,150,3,"YENİ
Batı Mah. | Asansörlü | Kapalı Otoparklı Ferah 3+1 Kiralık Daire
Pendik - Batı Mahallesi
Daire | 3+1 | 3. Kat | 150 m²
42.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/bati-mah-asansorlu-kapali-otoparkli-ferah-31-kiralik-daire-18600071
2025-12-14 21:39:28,27.000 TL,27.0,0.32,Çekmeköy - Hamidiye Mahallesi,,Çekmeköy - Hamidiye Mahallesi,2+1,85,85,Zemin,"YENİ
Çekmeköy Gül 91 Sitesinde Kiralık 2+1 Daire
Çekmeköy - Hamidiye Mahallesi
Daire | 2+1 | Yüksek giriş | 85 m²
27.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/cekmekoy-gul-91-sitesinde-kiralik-21-daire-18600069
2025-12-14 21:39:28,32.000 TL,32.0,0.36,Çekmeköy - Merkez Mahallesi,,Çekmeköy - Merkez Mahallesi,2+1,90,90,4,"YENİ
Çekmeköy Merkez Mahallesinde Kiralık 2+1 Daire
Çekmeköy - Merkez Mahallesi
Daire | 2+1 | 4. Kat | 90 m²
32.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/cekmekoy-merkez-mahallesinde-kiralik-21-daire-18600068
2025-12-14 21:39:28,25.000 TL,25.0,0.26,Üsküdar - Kısıklı Mahallesi,,Üsküdar - Kısıklı Mahallesi,2+1,95,95,,"Aramanıza uygun yeni bir ilan yayınlandığında ilk sizin haberiniz olsun.
Aramayı Kaydet
YENİ
Kısıklı Metro Yakın 95m2 Balkonlu Kombili Çift Wc'li Kiralık 2+1
Üsküdar - Kısıklı Mahallesi
Daire | 2+1 | Kot 1 (-1). Kat | 95 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kisikli-metro-yakin-95m2-balkonlu-kombili-cift-wc-li-kiralik-21-18599967
2025-12-14 21:39:28,18.500 TL,18.5,0.22,Beylikdüzü - Yakuplu Mahallesi,,Beylikdüzü - Yakuplu Mahallesi,1+1,85,85,Zemin,"YENİ
Aile Binasında Kiralık Büyük 1+1
Beylikdüzü - Yakuplu Mahallesi
Daire | 1+1 | Düz Giriş (Zemin) | 85 m²
18.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/aile-binasinda-kiralik-buyuk-11-18599943
2025-12-14 21:39:29,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,0.32,Küçükçekmece - Sultan Murat Mahallesi,,Küçükçekmece - Sultan Murat Mahallesi,2+1,100,100,1,"İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL
Bölge Raporunu İncele
YENİ
Home Park'tan Sultan Murat Mah. Ön Cephe 2+1 Kiralık Daire
Küçükçekmece - Sultan Murat Mahallesi
Daire | 2+1 | 1. Kat | 100 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/home-park-tan-sultan-murat-mah-on-cephe-21-kiralik-daire-18599903
2025-12-14 21:39:29,35.000 TL,35.0,0.54,Küçükçekmece - Kartaltepe Mahallesi,,Küçükçekmece - Kartaltepe Mahallesi,1+1,65,65,8,"YENİ
Home Park'tan Port Royal'de Yatırımlık 1+ 1 Kiralık Daire
Küçükçekmece - Kartaltepe Mahallesi
Daire | 1+1 | 8. Kat | 65 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/home-park-tan-port-royal-de-yatirimlik-1-1-kiralik-daire-18599902
2025-12-14 21:39:29,90.000 TL,90.0,0.62,Bakırköy - Yeşilköy Mahallesi,,Bakırköy - Yeşilköy Mahallesi,3+1,145,145,2,"YENİ
Yeşilköy'de Sahile Yakın Harika Konumda 3+1 Arakat Kiralık
Bakırköy - Yeşilköy Mahallesi
Daire | 3+1 | 2. Kat | 145 m²
90.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/yesilkoy-de-sahile-yakin-harika-konumda-31-arakat-kiralik-18599858
2025-12-14 21:39:29,20.000 TL,20.0,0.25,Büyükçekmece - Fatih Mahallesi,,Büyükçekmece - Fatih Mahallesi,2+1,80,80,Zemin,"YENİ
Büyükçekmece Fatih Mahallesi Kiralık Eşyalı Daire.
Büyükçekmece - Fatih Mahallesi
Daire | 2+1 | Düz Giriş (Zemin) | 80 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/buyukcekmece-fatih-mahallesi-kiralik-esyali-daire-18599596
2025-12-14 21:39:29,30.000 TL,30.0,0.33,Avcılar - Merkez Mahallesi,,Avcılar - Merkez Mahallesi,2+1,90,90,Zemin,"YENİ
Metrobüse 7 Dk 2+1 Sıfır Kiralık Daire
Avcılar - Merkez Mahallesi
Daire | 2+1 | Yüksek giriş | 90 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/metrobuse-7-dk-21-sifir-kiralik-daire-18599537
2025-12-14 21:39:30,25.000 TL,25.0,0.22,Pendik - Güllü Bağlar Mahallesi,,Pendik - Güllü Bağlar Mahallesi,2+1,115,115,2,"YENİ
Pendik Güllübağlar Mah Kiralık 2+1 Daire
Pendik - Güllü Bağlar Mahallesi
Daire | 2+1 | 2. Kat | 115 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/pendik-gullubaglar-mah-kiralik-21-daire-18599446
2025-12-14 21:39:30,29.000 TL,29.0,0.25,Esenyurt - Güzelyurt Mahallesi,,Esenyurt - Güzelyurt Mahallesi,2+1,115,115,10,"YENİ
Metrobüse 2 Dakika Mesafede Lüks Eşyalı 2+1 Daire
Esenyurt - Güzelyurt Mahallesi
Daire | 2+1 | 10. Kat | 115 m²
29.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/metrobuse-2-dakika-mesafede-luks-esyali-21-daire-18599390
2025-12-14 21:39:30,25.000 TL,25.0,0.22,Tuzla - İstasyon Mahallesi,,Tuzla - İstasyon Mahallesi,2+1,115,115,2,"YENİ
Tuzla İstasyon Mahallesi Site İçinde 2+1 Kiralık Daire
Tuzla - İstasyon Mahallesi
Daire | 2+1 | 2. Kat | 115 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/tuzla-istasyon-mahallesi-site-icinde-21-kiralik-daire-18599223
2025-12-14 21:39:30,73.000 TL,73.0,0.33,Sarıyer - Zekeriyaköy Mahallesi,,Sarıyer - Zekeriyaköy Mahallesi,4+1,220,220,5,"YENİ
Zekeriyaköy Uyum Acarlar Sitesi Full Deniz Manz Dublex 4+1
Sarıyer - Zekeriyaköy Mahallesi
Daire | 4+1 | 5. Kat | 220 m²
73.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/zekeriyakoy-uyum-acarlar-sitesi-full-deniz-manz-dublex-41-18599198
